R1,R2,R3,R4,R5,R6
2.074919e+00,2.460423e+00,8.694630e+00,4.535343e+00,1.076955e+01,6.234206e+00
2.074919e+00,2.460423e+00,9.167061e+00,4.535343e+00,1.124198e+01,6.706638e+00
2.074919e+00,2.460423e+00,1.011192e+01,4.535343e+00,1.218684e+01,7.651501e+00
2.074919e+00,2.460423e+00,1.105679e+01,4.535343e+00,1.313171e+01,8.596364e+00
2.074919e+00,2.460423e+00,1.200165e+01,4.535343e+00,1.407657e+01,9.541227e+00
2.074919e+00,2.460423e+00,1.294651e+01,4.535343e+00,1.502143e+01,1.048609e+01
2.074919e+00,2.460423e+00,1.483624e+01,4.535343e+00,1.691116e+01,1.237582e+01
2.074919e+00,2.460423e+00,1.672597e+01,4.535343e+00,1.880089e+01,1.426554e+01
2.074919e+00,2.838369e+00,4.348260e+00,4.913288e+00,6.423179e+00,1.509891e+00
2.074919e+00,2.838369e+00,4.442746e+00,4.913288e+00,6.517665e+00,1.604377e+00
2.074919e+00,2.838369e+00,4.537232e+00,4.913288e+00,6.612152e+00,1.698864e+00
2.074919e+00,2.838369e+00,4.631719e+00,4.913288e+00,6.706638e+00,1.793350e+00
2.074919e+00,2.838369e+00,4.726205e+00,4.913288e+00,6.801124e+00,1.887836e+00
2.074919e+00,2.838369e+00,4.820691e+00,4.913288e+00,6.895611e+00,1.982323e+00
2.074919e+00,2.838369e+00,4.915178e+00,4.913288e+00,6.990097e+00,2.076809e+00
2.074919e+00,2.838369e+00,5.009664e+00,4.913288e+00,7.084583e+00,2.171295e+00
2.074919e+00,2.838369e+00,5.104150e+00,4.913288e+00,7.179070e+00,2.265782e+00
2.074919e+00,2.838369e+00,5.198637e+00,4.913288e+00,7.273556e+00,2.360268e+00
2.074919e+00,2.838369e+00,5.293123e+00,4.913288e+00,7.368042e+00,2.454754e+00
2.074919e+00,2.838369e+00,5.387609e+00,4.913288e+00,7.462528e+00,2.549241e+00
2.074919e+00,2.838369e+00,5.482095e+00,4.913288e+00,7.557015e+00,2.643727e+00
2.074919e+00,2.838369e+00,5.576582e+00,4.913288e+00,7.651501e+00,2.738213e+00
2.074919e+00,2.838369e+00,5.765554e+00,4.913288e+00,7.840474e+00,2.927186e+00
2.074919e+00,2.838369e+00,5.954527e+00,4.913288e+00,8.029446e+00,3.116158e+00
2.074919e+00,2.838369e+00,6.143500e+00,4.913288e+00,8.218419e+00,3.305131e+00
2.074919e+00,2.838369e+00,6.332472e+00,4.913288e+00,8.407392e+00,3.494104e+00
2.074919e+00,2.838369e+00,6.521445e+00,4.913288e+00,8.596364e+00,3.683076e+00
2.074919e+00,2.838369e+00,6.710417e+00,4.913288e+00,8.785337e+00,3.872049e+00
2.074919e+00,2.838369e+00,7.182849e+00,4.913288e+00,9.257768e+00,4.344480e+00
2.074919e+00,2.838369e+00,7.655281e+00,4.913288e+00,9.730200e+00,4.816912e+00
2.074919e+00,2.838369e+00,8.127712e+00,4.913288e+00,1.020263e+01,5.289343e+00
2.074919e+00,2.838369e+00,8.600144e+00,4.913288e+00,1.067506e+01,5.761775e+00
2.074919e+00,2.838369e+00,9.072575e+00,4.913288e+00,1.114749e+01,6.234206e+00
2.074919e+00,2.838369e+00,9.545007e+00,4.913288e+00,1.161993e+01,6.706638e+00
2.074919e+00,2.838369e+00,1.048987e+01,4.913288e+00,1.256479e+01,7.651501e+00
2.074919e+00,2.838369e+00,1.143473e+01,4.913288e+00,1.350965e+01,8.596364e+00
2.074919e+00,2.838369e+00,1.237960e+01,4.913288e+00,1.445452e+01,9.541227e+00
2.074919e+00,2.838369e+00,1.332446e+01,4.913288e+00,1.539938e+01,1.048609e+01
2.074919e+00,2.838369e+00,1.521419e+01,4.913288e+00,1.728910e+01,1.237582e+01
2.074919e+00,2.838369e+00,1.710391e+01,4.913288e+00,1.917883e+01,1.426554e+01
2.074919e+00,3.216314e+00,4.726205e+00,5.291233e+00,6.801124e+00,1.509891e+00
2.074919e+00,3.216314e+00,4.820691e+00,5.291233e+00,6.895611e+00,1.604377e+00
2.074919e+00,3.216314e+00,4.915178e+00,5.291233e+00,6.990097e+00,1.698864e+00
2.074919e+00,3.216314e+00,5.009664e+00,5.291233e+00,7.084583e+00,1.793350e+00
2.074919e+00,3.216314e+00,5.104150e+00,5.291233e+00,7.179070e+00,1.887836e+00
2.074919e+00,3.216314e+00,5.198637e+00,5.291233e+00,7.273556e+00,1.982323e+00
2.074919e+00,3.216314e+00,5.293123e+00,5.291233e+00,7.368042e+00,2.076809e+00
2.074919e+00,3.216314e+00,5.387609e+00,5.291233e+00,7.462528e+00,2.171295e+00
2.074919e+00,3.216314e+00,5.482095e+00,5.291233e+00,7.557015e+00,2.265782e+00
2.074919e+00,3.216314e+00,5.576582e+00,5.291233e+00,7.651501e+00,2.360268e+00
2.074919e+00,3.216314e+00,5.671068e+00,5.291233e+00,7.745987e+00,2.454754e+00
2.074919e+00,3.216314e+00,5.765554e+00,5.291233e+00,7.840474e+00,2.549241e+00
2.074919e+00,3.216314e+00,5.860041e+00,5.291233e+00,7.934960e+00,2.643727e+00
2.074919e+00,3.216314e+00,5.954527e+00,5.291233e+00,8.029446e+00,2.738213e+00
2.074919e+00,3.216314e+00,6.143500e+00,5.291233e+00,8.218419e+00,2.927186e+00
2.074919e+00,3.216314e+00,6.332472e+00,5.291233e+00,8.407392e+00,3.116158e+00
2.074919e+00,3.216314e+00,6.521445e+00,5.291233e+00,8.596364e+00,3.305131e+00
2.074919e+00,3.216314e+00,6.710417e+00,5.291233e+00,8.785337e+00,3.494104e+00
2.074919e+00,3.216314e+00,6.899390e+00,5.291233e+00,8.974309e+00,3.683076e+00
2.074919e+00,3.216314e+00,7.088363e+00,5.291233e+00,9.163282e+00,3.872049e+00
2.074919e+00,3.216314e+00,7.560794e+00,5.291233e+00,9.635714e+00,4.344480e+00
2.074919e+00,3.216314e+00,8.033226e+00,5.291233e+00,1.010815e+01,4.816912e+00
2.074919e+00,3.216314e+00,8.505657e+00,5.291233e+00,1.058058e+01,5.289343e+00
2.074919e+00,3.216314e+00,8.978089e+00,5.291233e+00,1.105301e+01,5.761775e+00
2.074919e+00,3.216314e+00,9.450520e+00,5.291233e+00,1.152544e+01,6.234206e+00
2.074919e+00,3.216314e+00,9.922952e+00,5.291233e+00,1.199787e+01,6.706638e+00
2.074919e+00,3.216314e+00,1.086781e+01,5.291233e+00,1.294273e+01,7.651501e+00
2.074919e+00,3.216314e+00,1.181268e+01,5.291233e+00,1.388760e+01,8.596364e+00
2.074919e+00,3.216314e+00,1.275754e+01,5.291233e+00,1.483246e+01,9.541227e+00
2.074919e+00,3.216314e+00,1.370240e+01,5.291233e+00,1.577732e+01,1.048609e+01
2.074919e+00,3.216314e+00,1.559213e+01,5.291233e+00,1.766705e+01,1.237582e+01
2.074919e+00,3.216314e+00,1.748186e+01,5.291233e+00,1.955678e+01,1.426554e+01
2.074919e+00,3.594259e+00,5.104150e+00,5.669178e+00,7.179070e+00,1.509891e+00
2.074919e+00,3.594259e+00,5.198637e+00,5.669178e+00,7.273556e+00,1.604377e+00
2.074919e+00,3.594259e+00,5.293123e+00,5.669178e+00,7.368042e+00,1.698864e+00
2.074919e+00,3.594259e+00,5.387609e+00,5.669178e+00,7.462528e+00,1.793350e+00
2.074919e+00,3.594259e+00,5.482095e+00,5.669178e+00,7.557015e+00,1.887836e+00
2.074919e+00,3.594259e+00,5.576582e+00,5.669178e+00,7.651501e+00,1.982323e+00
2.074919e+00,3.594259e+00,5.671068e+00,5.669178e+00,7.745987e+00,2.076809e+00
2.074919e+00,3.594259e+00,5.765554e+00,5.669178e+00,7.840474e+00,2.171295e+00
2.074919e+00,3.594259e+00,5.860041e+00,5.669178e+00,7.934960e+00,2.265782e+00
2.074919e+00,3.594259e+00,5.954527e+00,5.669178e+00,8.029446e+00,2.360268e+00
2.074919e+00,3.594259e+00,6.049013e+00,5.669178e+00,8.123933e+00,2.454754e+00
2.074919e+00,3.594259e+00,6.143500e+00,5.669178e+00,8.218419e+00,2.549241e+00
2.074919e+00,3.594259e+00,6.237986e+00,5.669178e+00,8.312905e+00,2.643727e+00
2.074919e+00,3.594259e+00,6.332472e+00,5.669178e+00,8.407392e+00,2.738213e+00
2.074919e+00,3.594259e+00,6.521445e+00,5.669178e+00,8.596364e+00,2.927186e+00
2.074919e+00,3.594259e+00,6.710417e+00,5.669178e+00,8.785337e+00,3.116158e+00
2.074919e+00,3.594259e+00,6.899390e+00,5.669178e+00,8.974309e+00,3.305131e+00
2.074919e+00,3.594259e+00,7.088363e+00,5.669178e+00,9.163282e+00,3.494104e+00
2.074919e+00,3.594259e+00,7.277335e+00,5.669178e+00,9.352255e+00,3.683076e+00
2.074919e+00,3.594259e+00,7.466308e+00,5.669178e+00,9.541227e+00,3.872049e+00
2.074919e+00,3.594259e+00,7.938739e+00,5.669178e+00,1.001366e+01,4.344480e+00
2.074919e+00,3.594259e+00,8.411171e+00,5.669178e+00,1.048609e+01,4.816912e+00
2.074919e+00,3.594259e+00,8.883603e+00,5.669178e+00,1.095852e+01,5.289343e+00
2.074919e+00,3.594259e+00,9.356034e+00,5.669178e+00,1.143095e+01,5.761775e+00
2.074919e+00,3.594259e+00,9.828466e+00,5.669178e+00,1.190338e+01,6.234206e+00
2.074919e+00,3.594259e+00,1.030090e+01,5.669178e+00,1.237582e+01,6.706638e+00
2.074919e+00,3.594259e+00,1.124576e+01,5.669178e+00,1.332068e+01,7.651501e+00
2.074919e+00,3.594259e+00,1.219062e+01,5.669178e+00,1.426554e+01,8.596364e+00
2.074919e+00,3.594259e+00,1.313549e+01,5.669178e+00,1.521041e+01,9.541227e+00
2.074919e+00,3.594259e+00,1.408035e+01,5.669178e+00,1.615527e+01,1.048609e+01
2.074919e+00,3.594259e+00,1.597008e+01,5.669178e+00,1.804499e+01,1.237582e+01
2.074919e+00,3.594259e+00,1.785980e+01,5.669178e+00,1.993472e+01,1.426554e+01
2.074919e+00,4.539122e+00,6.049013e+00,6.614041e+00,8.123933e+00,1.509891e+00
2.074919e+00,4.539122e+00,6.143500e+00,6.614041e+00,8.218419e+00,1.604377e+00
2.074919e+00,4.539122e+00,6.237986e+00,6.614041e+00,8.312905e+00,1.698864e+00
2.074919e+00,4.539122e+00,6.332472e+00,6.614041e+00,8.407392e+00,1.793350e+00
2.074919e+00,4.539122e+00,6.426959e+00,6.614041e+00,8.501878e+00,1.887836e+00
2.074919e+00,4.539122e+00,6.521445e+00,6.614041e+00,8.596364e+00,1.982323e+00
2.074919e+00,4.539122e+00,6.615931e+00,6.614041e+00,8.690850e+00,2.076809e+00
2.074919e+00,4.539122e+00,6.710417e+00,6.614041e+00,8.785337e+00,2.171295e+00
2.074919e+00,4.539122e+00,6.804904e+00,6.614041e+00,8.879823e+00,2.265782e+00
2.074919e+00,4.539122e+00,6.899390e+00,6.614041e+00,8.974309e+00,2.360268e+00
2.074919e+00,4.539122e+00,6.993876e+00,6.614041e+00,9.068796e+00,2.454754e+00
2.074919e+00,4.539122e+00,7.088363e+00,6.614041e+00,9.163282e+00,2.549241e+00
2.074919e+00,4.539122e+00,7.182849e+00,6.614041e+00,9.257768e+00,2.643727e+00
2.074919e+00,4.539122e+00,7.277335e+00,6.614041e+00,9.352255e+00,2.738213e+00
2.074919e+00,4.539122e+00,7.466308e+00,6.614041e+00,9.541227e+00,2.927186e+00
2.074919e+00,4.539122e+00,7.655281e+00,6.614041e+00,9.730200e+00,3.116158e+00
2.074919e+00,4.539122e+00,7.844253e+00,6.614041e+00,9.919172e+00,3.305131e+00
2.074919e+00,4.539122e+00,8.033226e+00,6.614041e+00,1.010815e+01,3.494104e+00
2.074919e+00,4.539122e+00,8.222198e+00,6.614041e+00,1.029712e+01,3.683076e+00
2.074919e+00,4.539122e+00,8.411171e+00,6.614041e+00,1.048609e+01,3.872049e+00
2.074919e+00,4.539122e+00,8.883603e+00,6.614041e+00,1.095852e+01,4.344480e+00
2.074919e+00,4.539122e+00,9.356034e+00,6.614041e+00,1.143095e+01,4.816912e+00
2.074919e+00,4.539122e+00,9.828466e+00,6.614041e+00,1.190338e+01,5.289343e+00
2.074919e+00,4.539122e+00,1.030090e+01,6.614041e+00,1.237582e+01,5.761775e+00
2.074919e+00,4.539122e+00,1.077333e+01,6.614041e+00,1.284825e+01,6.234206e+00
2.074919e+00,4.539122e+00,1.124576e+01,6.614041e+00,1.332068e+01,6.706638e+00
2.074919e+00,4.539122e+00,1.219062e+01,6.614041e+00,1.426554e+01,7.651501e+00
2.074919e+00,4.539122e+00,1.313549e+01,6.614041e+00,1.521041e+01,8.596364e+00
2.074919e+00,4.539122e+00,1.408035e+01,6.614041e+00,1.615527e+01,9.541227e+00
2.074919e+00,4.539122e+00,1.502521e+01,6.614041e+00,1.710013e+01,1.048609e+01
2.074919e+00,4.539122e+00,1.691494e+01,6.614041e+00,1.898986e+01,1.237582e+01
2.074919e+00,4.539122e+00,1.880466e+01,6.614041e+00,2.087958e+01,1.426554e+01
2.074919e+00,5.483985e+00,6.993876e+00,7.558904e+00,9.068796e+00,1.509891e+00
2.074919e+00,5.483985e+00,7.088363e+00,7.558904e+00,9.163282e+00,1.604377e+00
2.074919e+00,5.483985e+00,7.182849e+00,7.558904e+00,9.257768e+00,1.698864e+00
2.074919e+00,5.483985e+00,7.277335e+00,7.558904e+00,9.352255e+00,1.793350e+00
2.074919e+00,5.483985e+00,7.371822e+00,7.558904e+00,9.446741e+00,1.887836e+00
2.074919e+00,5.483985e+00,7.466308e+00,7.558904e+00,9.541227e+00,1.982323e+00
2.074919e+00,5.483985e+00,7.560794e+00,7.558904e+00,9.635714e+00,2.076809e+00
2.074919e+00,5.483985e+00,7.655281e+00,7.558904e+00,9.730200e+00,2.171295e+00
2.074919e+00,5.483985e+00,7.749767e+00,7.558904e+00,9.824686e+00,2.265782e+00
2.074919e+00,5.483985e+00,7.844253e+00,7.558904e+00,9.919172e+00,2.360268e+00
2.074919e+00,5.483985e+00,7.938739e+00,7.558904e+00,1.001366e+01,2.454754e+00
2.074919e+00,5.483985e+00,8.033226e+00,7.558904e+00,1.010815e+01,2.549241e+00
2.074919e+00,5.483985e+00,8.127712e+00,7.558904e+00,1.020263e+01,2.643727e+00
2.074919e+00,5.483985e+00,8.222198e+00,7.558904e+00,1.029712e+01,2.738213e+00
2.074919e+00,5.483985e+00,8.411171e+00,7.558904e+00,1.048609e+01,2.927186e+00
2.074919e+00,5.483985e+00,8.600144e+00,7.558904e+00,1.067506e+01,3.116158e+00
2.074919e+00,5.483985e+00,8.789116e+00,7.558904e+00,1.086404e+01,3.305131e+00
2.074919e+00,5.483985e+00,8.978089e+00,7.558904e+00,1.105301e+01,3.494104e+00
2.074919e+00,5.483985e+00,9.167061e+00,7.558904e+00,1.124198e+01,3.683076e+00
2.074919e+00,5.483985e+00,9.356034e+00,7.558904e+00,1.143095e+01,3.872049e+00
2.074919e+00,5.483985e+00,9.828466e+00,7.558904e+00,1.190338e+01,4.344480e+00
2.074919e+00,5.483985e+00,1.030090e+01,7.558904e+00,1.237582e+01,4.816912e+00
2.074919e+00,5.483985e+00,1.077333e+01,7.558904e+00,1.284825e+01,5.289343e+00
2.074919e+00,5.483985e+00,1.124576e+01,7.558904e+00,1.332068e+01,5.761775e+00
2.074919e+00,5.483985e+00,1.171819e+01,7.558904e+00,1.379311e+01,6.234206e+00
2.074919e+00,5.483985e+00,1.219062e+01,7.558904e+00,1.426554e+01,6.706638e+00
2.074919e+00,5.483985e+00,1.313549e+01,7.558904e+00,1.521041e+01,7.651501e+00
2.074919e+00,5.483985e+00,1.408035e+01,7.558904e+00,1.615527e+01,8.596364e+00
2.074919e+00,5.483985e+00,1.502521e+01,7.558904e+00,1.710013e+01,9.541227e+00
2.074919e+00,5.483985e+00,1.597008e+01,7.558904e+00,1.804499e+01,1.048609e+01
2.074919e+00,5.483985e+00,1.785980e+01,7.558904e+00,1.993472e+01,1.237582e+01
2.074919e+00,5.483985e+00,1.974953e+01,7.558904e+00,2.182445e+01,1.426554e+01
2.074919e+00,7.373711e+00,8.883603e+00,9.448631e+00,1.095852e+01,1.509891e+00
2.074919e+00,7.373711e+00,8.978089e+00,9.448631e+00,1.105301e+01,1.604377e+00
2.074919e+00,7.373711e+00,9.072575e+00,9.448631e+00,1.114749e+01,1.698864e+00
2.074919e+00,7.373711e+00,9.167061e+00,9.448631e+00,1.124198e+01,1.793350e+00
2.074919e+00,7.373711e+00,9.261548e+00,9.448631e+00,1.133647e+01,1.887836e+00
2.074919e+00,7.373711e+00,9.356034e+00,9.448631e+00,1.143095e+01,1.982323e+00
2.074919e+00,7.373711e+00,9.450520e+00,9.448631e+00,1.152544e+01,2.076809e+00
2.074919e+00,7.373711e+00,9.545007e+00,9.448631e+00,1.161993e+01,2.171295e+00
2.074919e+00,7.373711e+00,9.639493e+00,9.448631e+00,1.171441e+01,2.265782e+00
2.074919e+00,7.373711e+00,9.733979e+00,9.448631e+00,1.180890e+01,2.360268e+00
2.074919e+00,7.373711e+00,9.828466e+00,9.448631e+00,1.190338e+01,2.454754e+00
2.074919e+00,7.373711e+00,9.922952e+00,9.448631e+00,1.199787e+01,2.549241e+00
2.074919e+00,7.373711e+00,1.001744e+01,9.448631e+00,1.209236e+01,2.643727e+00
2.074919e+00,7.373711e+00,1.011192e+01,9.448631e+00,1.218684e+01,2.738213e+00
2.074919e+00,7.373711e+00,1.030090e+01,9.448631e+00,1.237582e+01,2.927186e+00
2.074919e+00,7.373711e+00,1.048987e+01,9.448631e+00,1.256479e+01,3.116158e+00
2.074919e+00,7.373711e+00,1.067884e+01,9.448631e+00,1.275376e+01,3.305131e+00
2.074919e+00,7.373711e+00,1.086781e+01,9.448631e+00,1.294273e+01,3.494104e+00
2.074919e+00,7.373711e+00,1.105679e+01,9.448631e+00,1.313171e+01,3.683076e+00
2.074919e+00,7.373711e+00,1.124576e+01,9.448631e+00,1.332068e+01,3.872049e+00
2.074919e+00,7.373711e+00,1.171819e+01,9.448631e+00,1.379311e+01,4.344480e+00
2.074919e+00,7.373711e+00,1.219062e+01,9.448631e+00,1.426554e+01,4.816912e+00
2.074919e+00,7.373711e+00,1.266305e+01,9.448631e+00,1.473797e+01,5.289343e+00
2.074919e+00,7.373711e+00,1.313549e+01,9.448631e+00,1.521041e+01,5.761775e+00
2.074919e+00,7.373711e+00,1.360792e+01,9.448631e+00,1.568284e+01,6.234206e+00
2.074919e+00,7.373711e+00,1.408035e+01,9.448631e+00,1.615527e+01,6.706638e+00
2.074919e+00,7.373711e+00,1.502521e+01,9.448631e+00,1.710013e+01,7.651501e+00
2.074919e+00,7.373711e+00,1.597008e+01,9.448631e+00,1.804499e+01,8.596364e+00
2.074919e+00,7.373711e+00,1.691494e+01,9.448631e+00,1.898986e+01,9.541227e+00
2.074919e+00,7.373711e+00,1.785980e+01,9.448631e+00,1.993472e+01,1.048609e+01
2.074919e+00,7.373711e+00,1.974953e+01,9.448631e+00,2.182445e+01,1.237582e+01
2.074919e+00,7.373711e+00,2.163925e+01,9.448631e+00,2.371417e+01,1.426554e+01
2.074919e+00,9.263437e+00,1.077333e+01,1.133836e+01,1.284825e+01,1.509891e+00
2.074919e+00,9.263437e+00,1.086781e+01,1.133836e+01,1.294273e+01,1.604377e+00
2.074919e+00,9.263437e+00,1.096230e+01,1.133836e+01,1.303722e+01,1.698864e+00
2.074919e+00,9.263437e+00,1.105679e+01,1.133836e+01,1.313171e+01,1.793350e+00
2.074919e+00,9.263437e+00,1.115127e+01,1.133836e+01,1.322619e+01,1.887836e+00
2.074919e+00,9.263437e+00,1.124576e+01,1.133836e+01,1.332068e+01,1.982323e+00
2.074919e+00,9.263437e+00,1.134025e+01,1.133836e+01,1.341517e+01,2.076809e+00
2.074919e+00,9.263437e+00,1.143473e+01,1.133836e+01,1.350965e+01,2.171295e+00
2.074919e+00,9.263437e+00,1.152922e+01,1.133836e+01,1.360414e+01,2.265782e+00
2.074919e+00,9.263437e+00,1.162371e+01,1.133836e+01,1.369862e+01,2.360268e+00
2.074919e+00,9.263437e+00,1.171819e+01,1.133836e+01,1.379311e+01,2.454754e+00
2.074919e+00,9.263437e+00,1.181268e+01,1.133836e+01,1.388760e+01,2.549241e+00
2.074919e+00,9.263437e+00,1.190716e+01,1.133836e+01,1.398208e+01,2.643727e+00
2.074919e+00,9.263437e+00,1.200165e+01,1.133836e+01,1.407657e+01,2.738213e+00
2.074919e+00,9.263437e+00,1.219062e+01,1.133836e+01,1.426554e+01,2.927186e+00
2.074919e+00,9.263437e+00,1.237960e+01,1.133836e+01,1.445452e+01,3.116158e+00
2.074919e+00,9.263437e+00,1.256857e+01,1.133836e+01,1.464349e+01,3.305131e+00
2.074919e+00,9.263437e+00,1.275754e+01,1.133836e+01,1.483246e+01,3.494104e+00
2.074919e+00,9.263437e+00,1.294651e+01,1.133836e+01,1.502143e+01,3.683076e+00
2.074919e+00,9.263437e+00,1.313549e+01,1.133836e+01,1.521041e+01,3.872049e+00
2.074919e+00,9.263437e+00,1.360792e+01,1.133836e+01,1.568284e+01,4.344480e+00
2.074919e+00,9.263437e+00,1.408035e+01,1.133836e+01,1.615527e+01,4.816912e+00
2.074919e+00,9.263437e+00,1.455278e+01,1.133836e+01,1.662770e+01,5.289343e+00
2.074919e+00,9.263437e+00,1.502521e+01,1.133836e+01,1.710013e+01,5.761775e+00
2.074919e+00,9.263437e+00,1.549764e+01,1.133836e+01,1.757256e+01,6.234206e+00
2.074919e+00,9.263437e+00,1.597008e+01,1.133836e+01,1.804499e+01,6.706638e+00
2.074919e+00,9.263437e+00,1.691494e+01,1.133836e+01,1.898986e+01,7.651501e+00
2.074919e+00,9.263437e+00,1.785980e+01,1.133836e+01,1.993472e+01,8.596364e+00
2.074919e+00,9.263437e+00,1.880466e+01,1.133836e+01,2.087958e+01,9.541227e+00
2.074919e+00,9.263437e+00,1.974953e+01,1.133836e+01,2.182445e+01,1.048609e+01
2.074919e+00,9.263437e+00,2.163925e+01,1.133836e+01,2.371417e+01,1.237582e+01
2.074919e+00,9.263437e+00,2.352898e+01,1.133836e+01,2.560390e+01,1.426554e+01
2.074919e+00,1.115316e+01,1.266305e+01,1.322808e+01,1.473797e+01,1.509891e+00
2.074919e+00,1.115316e+01,1.275754e+01,1.322808e+01,1.483246e+01,1.604377e+00
2.074919e+00,1.115316e+01,1.285203e+01,1.322808e+01,1.492695e+01,1.698864e+00
2.074919e+00,1.115316e+01,1.294651e+01,1.322808e+01,1.502143e+01,1.793350e+00
2.074919e+00,1.115316e+01,1.304100e+01,1.322808e+01,1.511592e+01,1.887836e+00
2.074919e+00,1.115316e+01,1.313549e+01,1.322808e+01,1.521041e+01,1.982323e+00
2.074919e+00,1.115316e+01,1.322997e+01,1.322808e+01,1.530489e+01,2.076809e+00
2.074919e+00,1.115316e+01,1.332446e+01,1.322808e+01,1.539938e+01,2.171295e+00
2.074919e+00,1.115316e+01,1.341895e+01,1.322808e+01,1.549386e+01,2.265782e+00
2.074919e+00,1.115316e+01,1.351343e+01,1.322808e+01,1.558835e+01,2.360268e+00
2.074919e+00,1.115316e+01,1.360792e+01,1.322808e+01,1.568284e+01,2.454754e+00
2.074919e+00,1.115316e+01,1.370240e+01,1.322808e+01,1.577732e+01,2.549241e+00
2.074919e+00,1.115316e+01,1.379689e+01,1.322808e+01,1.587181e+01,2.643727e+00
2.074919e+00,1.115316e+01,1.389138e+01,1.322808e+01,1.596630e+01,2.738213e+00
2.074919e+00,1.115316e+01,1.408035e+01,1.322808e+01,1.615527e+01,2.927186e+00
2.074919e+00,1.115316e+01,1.426932e+01,1.322808e+01,1.634424e+01,3.116158e+00
2.074919e+00,1.115316e+01,1.445829e+01,1.322808e+01,1.653321e+01,3.305131e+00
2.074919e+00,1.115316e+01,1.464727e+01,1.322808e+01,1.672219e+01,3.494104e+00
2.074919e+00,1.115316e+01,1.483624e+01,1.322808e+01,1.691116e+01,3.683076e+00
2.074919e+00,1.115316e+01,1.502521e+01,1.322808e+01,1.710013e+01,3.872049e+00
2.074919e+00,1.115316e+01,1.549764e+01,1.322808e+01,1.757256e+01,4.344480e+00
2.074919e+00,1.115316e+01,1.597008e+01,1.322808e+01,1.804499e+01,4.816912e+00
2.074919e+00,1.115316e+01,1.644251e+01,1.322808e+01,1.851743e+01,5.289343e+00
2.074919e+00,1.115316e+01,1.691494e+01,1.322808e+01,1.898986e+01,5.761775e+00
2.074919e+00,1.115316e+01,1.738737e+01,1.322808e+01,1.946229e+01,6.234206e+00
2.074919e+00,1.115316e+01,1.785980e+01,1.322808e+01,1.993472e+01,6.706638e+00
2.074919e+00,1.115316e+01,1.880466e+01,1.322808e+01,2.087958e+01,7.651501e+00
2.074919e+00,1.115316e+01,1.974953e+01,1.322808e+01,2.182445e+01,8.596364e+00
2.074919e+00,1.115316e+01,2.069439e+01,1.322808e+01,2.276931e+01,9.541227e+00
2.074919e+00,1.115316e+01,2.163925e+01,1.322808e+01,2.371417e+01,1.048609e+01
2.074919e+00,1.115316e+01,2.352898e+01,1.322808e+01,2.560390e+01,1.237582e+01
2.074919e+00,1.115316e+01,2.541871e+01,1.322808e+01,2.749363e+01,1.426554e+01
2.074919e+00,1.682234e+01,1.833223e+01,1.889726e+01,2.040715e+01,1.509891e+00
2.074919e+00,1.682234e+01,1.842672e+01,1.889726e+01,2.050164e+01,1.604377e+00
2.074919e+00,1.682234e+01,1.852121e+01,1.889726e+01,2.059613e+01,1.698864e+00
2.074919e+00,1.682234e+01,1.861569e+01,1.889726e+01,2.069061e+01,1.793350e+00
2.074919e+00,1.682234e+01,1.871018e+01,1.889726e+01,2.078510e+01,1.887836e+00
2.074919e+00,1.682234e+01,1.880466e+01,1.889726e+01,2.087958e+01,1.982323e+00
2.074919e+00,1.682234e+01,1.889915e+01,1.889726e+01,2.097407e+01,2.076809e+00
2.074919e+00,1.682234e+01,1.899364e+01,1.889726e+01,2.106856e+01,2.171295e+00
2.074919e+00,1.682234e+01,1.908812e+01,1.889726e+01,2.116304e+01,2.265782e+00
2.074919e+00,1.682234e+01,1.918261e+01,1.889726e+01,2.125753e+01,2.360268e+00
2.074919e+00,1.682234e+01,1.927710e+01,1.889726e+01,2.135202e+01,2.454754e+00
2.074919e+00,1.682234e+01,1.937158e+01,1.889726e+01,2.144650e+01,2.549241e+00
2.074919e+00,1.682234e+01,1.946607e+01,1.889726e+01,2.154099e+01,2.643727e+00
2.074919e+00,1.682234e+01,1.956056e+01,1.889726e+01,2.163547e+01,2.738213e+00
2.074919e+00,1.682234e+01,1.974953e+01,1.889726e+01,2.182445e+01,2.927186e+00
2.074919e+00,1.682234e+01,1.993850e+01,1.889726e+01,2.201342e+01,3.116158e+00
2.074919e+00,1.682234e+01,2.012747e+01,1.889726e+01,2.220239e+01,3.305131e+00
2.074919e+00,1.682234e+01,2.031645e+01,1.889726e+01,2.239136e+01,3.494104e+00
2.074919e+00,1.682234e+01,2.050542e+01,1.889726e+01,2.258034e+01,3.683076e+00
2.074919e+00,1.682234e+01,2.069439e+01,1.889726e+01,2.276931e+01,3.872049e+00
2.074919e+00,1.682234e+01,2.116682e+01,1.889726e+01,2.324174e+01,4.344480e+00
2.074919e+00,1.682234e+01,2.163925e+01,1.889726e+01,2.371417e+01,4.816912e+00
2.074919e+00,1.682234e+01,2.211169e+01,1.889726e+01,2.418660e+01,5.289343e+00
2.074919e+00,1.682234e+01,2.258412e+01,1.889726e+01,2.465904e+01,5.761775e+00
2.074919e+00,1.682234e+01,2.305655e+01,1.889726e+01,2.513147e+01,6.234206e+00
2.074919e+00,1.682234e+01,2.352898e+01,1.889726e+01,2.560390e+01,6.706638e+00
2.074919e+00,1.682234e+01,2.447384e+01,1.889726e+01,2.654876e+01,7.651501e+00
